,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.195
,,0.195
,,0.195
,,0.195
,,0.195
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.193
,,0.193
,,0.193
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.194
,,0.194
,,0.194
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
,,0.193
